original_text,processed_text
"Amin rais jauh lbih buruk yg bikin negeri ini rusuh th 98 dengan cara ke kampus&quot; memprovokasi mahasiswa turunkan pak Harto,setelah itu tim tim lepas,setelah dia jadi MPR hanya bisa lengserkan gusdur dengan mega,setelah itu beberapa pulau dan Indosat di jual,memang jdi ketua MPR saat itu amin rais sudah paling baik di antara ketua MPR yg lain,walaupun di rezim ini 10 tahun banteng berkuasa dan jokowi jadi penguasa KKN dan Korup paling parah,lbih parah dari zaman orla dan orba bhkan dari zaman yg lainnya,hutang negara paling tinggi,bhkan korupsi dari tk Desa sampai pusat di rezim jokowi dan banteng berkuasa,harga barang kebutuhan rakyat kecil dan pajak naik terus,kit jg selaku rakyat hrus mengakui jokowi dengan pencitraan bisa membius rakyat dan mampu membodohi rakyat yg setiap ada yg mengkritisi selalu dengan ngototnya kader&quot; pdip membelanya,setelah pecah kongsi saat pilpres aja pdip mulai menyerang jokowi,padahal yg mencetak jokowi dan keluarganya partai pdip walaupun sampai saat ini izasah jokowi bhkan gibran sampai saat ini tidak prnah jelas,masih bnyak yg mepertanyakan dan tidak pernah di jawab oleh pdip selaku partai yg mendafkan jokiwi dan gibran jadi walkot bhkan jokowi jdi presiden,mestinya pdip sebagai partai pengusung paling awal tau tentang izasahnya jokowi yg sampai saat ini tidak berani memperlihatkan izasah aslinya.",lbih buruk bikin negeri ini rusuh th kampus kutip provokasi mahasiswa turun harto itu tim tim lepas dia lengser mega itu pulau indosat jual ketua itu ketua rezim ini banteng kuasa kuasa kn korup parah lbih parah zaman orla orba bhkan zaman hutang negara bhkan korupsi tk desa pusat rezim banteng kuasa harga barang butuh rakyat pajak kit rakyat hrus aku pencitran bius rakyat bodoh rakyat kritisi ngototnya kader kutip pdip bela pecah kongsi pilpres aja pdip menyerang cetak keluarga partai pdip ini izasah bhkan gibran ini prnah bnyak mepertanyakan pdip partai mendafkan jokiwi gibran walkot bhkan presiden mesti pdip partai usung izasahnya ini berani izasah asli
Amin rais orang yg terbodoh sedunia,orang terbodoh dunia
Amin rakus 😂😂😂,serakah
Udah bau tanah kek...tinggal bikin kuburannya..,udah bau tanah tinggal bikin kubur
koplet tua semakin tua semakin nyaring bunyi rongsoknya.,koplet tua tua nyaring bunyi rongsok
Makhluk terburuk itu si Sengkuni amien rais ini...,makhluk terburuk itu si licik ini
Kakek Sugiono nya versi indonesia,kakek sugiono nya versi indonesia
manusia otal dajal,manusia otal dajal
"celakalah bagi setiap pengumpat dan pencela,...<br>...104;1",celaka umpat cela
Amin rais koyo silit,silit
Yg terburuk itu otak amin yg bodoh itu amin yg plonga plongo itu amin Rais lihat matanya SJ SDH seperti pencuri,terburuk itu otak bodoh itu bingung bingung itu lihat mata sj curi
Sudah min jngn membenci orang mulu dunia sdh ahkir jaman pikirannya bikin neraka. Kamu sdh tua tobatlah mendingan istighfar sholawat. Baca alquran,min jngn membenci orang mulu dunia ahkir jaman pikir bikin neraka kamu tua tobat mending sholawat baca alquran
"Masya Allah bpk amin ini kok bilangin pak Jokowi kok sampe bgtu hinanya sama bpk Jokowi presiden plonga plongo presiden terburuk trus dibilang bodoh dan tengil LG trus lagi bilang Jokowi pret plonga plongo membela konglomerat ,manusia toxsi bodoh dan tengil ,LG ,pak amin pak amin sampean ini kok berani beraninya menghina pak Jokowi padahal pak Jokowi bnyk pendukungnya yg berani mati apa PK amin g takut Tah",masya ini bilangin sampe bgtu hina presiden bingung bingung presiden terburuk trus bilang bodoh menyebalkan trus bilang bohong bingung bingung bela konglomerat manusia toxsi bodoh menyebalkan kamu ini berani berani menghina bnyk dukung berani mati takut tah
"Mpun,,,,Tobat nggeh Mbahhh,,,, sampun&quot;&#39;",mpun taubat ngeh kakek sampun kutip
Mau nya apa ini orang,nya ini orang
Amin gak tahu....pak Jokowi derajadnya terangkat itu karena hinaan2 yg ditujukan ke pak Jokowi. Alloh telah membuktikan hambanya yg dihina ia diangkat derajadnya. Ternyata amin lebih bodoh sudah tertutup mata hatinya.😂😂😂,derajadnya angkat itu hinan bukti hamba dihina angkat derajadnya bodoh tutup mata hati
Bapak presiden RI Jokowi Dodo sosok pemimpin bangsa yang memiliki segudang prestasi dalam membangun bangsa Indonesia dan pemerataan pembangunan sampai kenusantaraan supaya tercipta lapangan kerja baru dan ekonomi kreatif yang bermutu tinggi,presiden ri dodo sosok pimpin bangsa milik gudang prestasi bangun bangsa indonesia merat bangun kenusantaran cipta lapang kerja ekonomi kreatif mutu
"Wes tuwek tambah mblakrak kon Min ! Penggawean liane ngomongna uwong, mbok ya ngoco , wes nggenah tah wong tuwek senengane mangan semir... ?! 😂😂😂",tua mblakrak kon min pengawean liane ngomongna uwong ya ngoco ngenah tah orang tua senengane mangan semir
Omongan kosong kaga ada guna nya,omong kosong kaga nya
"Muak melihat amin rakus,org koq senengnya melengserkan dan menghina org lain,mungkin kepuasan tersendiri atau kelainan kejiwaan jk sdh bs melengserkan org lain,",muak serakah orang koq neng lengser menghina orang puas sendiri lain kejiwan jk bs lengser orang
"Mbah amin rakus ini contoh manusia iri hati &amp; berhati busuk , membuat malu keluarga , di mata rakyat indonesia",kakek serakah ini contoh manusia iri hati hati busuk malu keluarga mata rakyat indonesia
Sampai kpn sadar diri.sadar posisi.,kpn sadar sadar posisi
Manusia jahanam amin rakus gak punya jabatan selalu bikin gaduh kepruk ndase wae orang kaya gini,manusia jahanam serakah jabat bikin gaduh kepruk ndase orang kaya
Amin Rais dadi kampret ngeneiki disebut profesor goblok. Provokator seng kudu dilebokke pakunjaran,kampret ngeneiki profesor goblok provokator kudu dileboke pakunjaran
"Tengill katamya , eyang aminangis yg tengil, udah kakek2 aja masih tengil 😅",menyebalkan katamya eyang aminangis menyebalkan udah kakek aja menyebalkan
Amin Rais lah terburuk ..udah tua pun Masih tak bertobat,terburuk udah tua tobat
SENENGANE HUJAT ORANG AJA MBAH WEK MBAH WEK,senengane hujat orang aja kakek wek kakek wek
Mulyono terburuk Mbah amin Raus pret Brut Ter jelek mulutnya,terburuk kakek raus bohong brut ter jelek mulut
Pak joko wi dipilih rakyat terbanyak  ..pak amin rais klh terus,wi pilih rakyat klh
"Menghina orang lain ,sama halnya menghina diri nya ,yang lebih buruk,kelakuannya.",menghina orang hal menghina nya buruk laku
Janganlah menghina Jokowi karena beliau adalah presiden yang terbaik bukan terburuk mas Aminraelis. Kita berharap negara kita kedepan lebih baik.,menghina beliau presiden baik terburuk mas aminraelis harap negara depan
Wong wes Tuwek Ae arep golek opo to Min . . Min . . <br>Arep Urip berapa tahun to Min . . Min . . Kok durung Semeleh to Atimu . .,orang tua aja arep golek min min arep urip min min durung semeleh ati
"Astagafillulah kong, istifar istifar",astagafilulah kong istifar istifar
"amin wong ora waras, ga ngoreksi diri sendiri",orang sehat ngoreksi
"Nikmati masa tua Mbah, Pumpung masih di kasih waktu, jangan tinggalkan noda dosa,nyocot",nikmat tua kakek pumpung kasih tingalkan noda dosa nyocot
Kamu bisa apa,kamu
Si amin manusia ter buruk di dunia<br>Merasa kalah sama tukang kayu<br>Ahirnya jadi parasit di indonesi,si manusia ter buruk dunia kalah tukang kayu ahirnya parasit indonesi
Kasihan si sengkuni sudah bau tanah   hidupnya cuma nambah2 dosa ....,kasihan si licik bau tanah hidup nambah dosa
"Orang yang biasanya mencaci ,mempit ah itu sebenarnya orang seperti itu,karena dia tidak introspeksi diri sadarlah  😭😭😭😭😭",orang caci pit ah itu orang itu dia introspeksi sadar
Tokoh agama kok mulutnya kotor &amp; provokatif ....... sirik tanda tak mampu,tokoh agama mulut kotor provokatif sirik tanda
Amin najis ini orang terburuk di dunia bacotan gede mulut dajal wedddduuus tenan.,najis ini orang terburuk dunia bacot gede mulut dajal wedus tenan
kasiiaaan... yg gk dipanggil ke rumah kerta negara 😁😁😁,kasi panggil rumah kerta negara
"Amin renges manusia terburuk sepanjang sejarah politik NKRI, mulutnya LBH kotor dari mulut gua 😂😂😂",renges manusia terburuk sejarah politik nkri mulut lbh kotor mulut gua
Ngaco Amin Rais....bagi saya Presiden Jokowi is the best,ngaco presiden the best
Mbah Amin Rais edan. Pintar cerdas dan iri hati.,kakek gila pintar cerdas iri hati
Yg bilang terburuk orang pintar cerdas tetapi sangat bodoh. He he mohon maaf,bilang terburuk orang pintar cerdas sangat bodoh he he mohon maaf
Presiden Jokowi Presiden Republik Indonesia yg terbaik sepanjang sejarah Indonesia sejarah dunia gak usah di pungkiri.,presiden presiden republik indonesia baik sejarah indonesia sejarah dunia pungkiri
"Amin Rais itu ngiri, dengki, katanya orang muslim tapi ga takut masuk neraka, hobby nya menghina dan mencela orang, karena mimpinya ga pernah kesampaian.",itu ngiri dengki orang muslim takut masuk neraka hoby nya menghina cela orang mimpi
Pak Amin SDH gila,gila
Lupa mau jalan kaki mana Kakek,lupa jalan kaki kakek
"Sebentar lagi amin rais ngoceh dijalan sendirian sambil nangis, teriak teriak, marah marah..",sebentar ngoceh jalan nang teriak teriak marah marah
Rakyat terhina ya kamu is rais..,rakyat hina ya kamu
Sakit jiwa ya min???,sakit jiwa ya min
"Embah nyadar  Uda terlalu GAEK ,,,,    DOSA MENGHINA  PAK  JOKOWI terus , ,,,, apa Embah tidak dikasih JABATAN oleh PAK JOKOWI   mangkanya embah kayak gini.",embah nyadar gaek dosa menghina embah kasih jabat mangkanya embah kayak
Mbah min sampeyan orang tua terburuk abad ini....,kakek min sampeyan orang tua terburuk abad ini
Makanya setiap calon yg di dukung sm Amien nangis g akan jadi<br>Karena omongannya ky anak kecil,calon dukung nang omong ky anak
AMIN RAIS SI MANUSIA LAKNAT,si manusia laknat
MANUSIA SI MULUT SAMPAH  DI NKRI YANG  WAJIB DI AWETKAN DAN DI JADIKAN MUMI,manusia si mulut sampah nkri wajib awet jadi mumi
"Pak hatimu sudah rusak ! Buktinya kepada saudara muslimmu aja kamu membenci atau iri dengki setidaknya didoakan saja iang baik-baik, bukanNya mendoakan sesam itu bakal balik pada diri sendiri ?",hati rusak bukti saudara muslimu aja kamu membenci iri dengki doa iang doa sesam itu
"Pak Jokowi adalah Presiden terbaik hingga saat ini. Banyak memperhatikan kemiskinan mendorong untuk maju.<br>Pak Amin Rais sayang gak ikut berkuasa di Pemerintahan Pak Jokowi jadinya marah, sirik..dll..",presiden baik ini perhati miskin dorong maju sayang kuasa perintah marah sirik dll
Gelandangan lagi ngoceh....,gelandangan ngoceh
Pak pak begini muluk apa kah otak bapak penuh ke xaliman yaencaci terus mencacinya kok kalo matanya lagi melek kalomatanya merem GK ada aciyan apakah kalo matanya merem selamanya ber arti caciyanya udah gk ada lagi ya,muluk kah otak penuh xaliman yaencaci caci mata melek kalomatanya merem aciyan mata merem ber arti caciyanya udah ya
Mulutmu  terburuk rais sepanjang sejarah bangsa Indonesia,mulut kamu terburuk sejarah bangsa indonesia
Maaf pak Amin sepertinya pak Amin kena penyakit kejiwaan mohon cepat ke rs periksa ya pak Amin .Mohon maaf pak Amin . Pak Jokowi bxk penggemarx di Indonesia.,maaf kena sakit kejiwan mohon cepat rs periksa ya mohon maaf bxk pengemarx indonesia
Mbah Mbah. Coba SE SE kali2 jln2 keluar dari  pulau Jawa.  Klau mau lihat  perubahan  pembangunan yg luar biasa<br>Jgn di rumah aje Mbah.  Biar wawasanya luas,kakek kakek coba kali jln pulau jawa klau lihat ubah bangun rumah aje kakek biar wawasanya luas
"Terburuk (terjahat) sehingga lupa liang lahat dan lupa hari pengadilan Akhirat. Biarlah Mulyana menikmati kesenangan yang hanya sekejap (sesaat), pada saat nya nanti dia akan berhadapan dengan Alloh SWT. Di hari pengadilan Akhirat. Oke ? Salam akal sehat gunakan akal sehat selalu",terburuk terjahat lupa liang lahat lupa adil akhirat biar mulyana nikmat senang kejap sesat nya dia hadap swt adil akhirat oke salam akal sehat akal sehat
Klu menurut saya amin rais adalah mantan ketua MPR terburuk sepanjang sejarah bangsa ini.dia pikir Indonesia ini apa kata dia..,mantan ketua terburuk sejarah bangsa ini dia pikir indonesia ini dia
Iri yo mbah😢😢,iri iya kakek
Anak2 lihat apa gak malu,anak lihat malu
Amin rais setres gila,tres gila
"Amin Rais kamulah yang suka menghina Pa Jokowi, apa kamu tidak ada kerja ya? Tiap hari kerja mu hanya bicara negatif terhadap pa Jokowi. Kalau U pintar dan jujur apa yg U sudah buat untuk bangsa Indonesia. Ok salam dari Nederland",suka menghina kamu kerja ya kerja kamu bicara negatif u pintar jujur u bangsa indonesia ok salam nederland
Maklum emang dibiar sama anak wong tuek iki. Wong tuwek mbokne ancookk,maklum emang biar anak orang tua ini orang tua mbokne ancok
Wong tuwek gak tau tuweke. Wong paling bodoh sedunia. Sopo cok wong tuwek yang percayah sama cocokmu wong tuwek. Sadar cok kabe iku bakaleh mati.,orang tua tuweke orang bodoh dunia sopo cok orang tua percayah cocok orang tua sadar cok kabe itu bakaleh mati
kebanyakan makan menyan nih mbah Amin,banyak makan menyan ini kakek
Dalam sejarah amin rais paling tolol ooon,sejarah tolol on
Maling triak maling.keduanya sama gilanya,maling triak maling gila
Wailul likuli humajatil lumajah celakalah org yg suka mnghina dan mngumpat,wailul likuli humajatil lumajah celaka orang suka mnghina mngumpat
"Ndak kebalik mbah, bukannya sampean ...... 😂😂😂",ndak balik kakek kamu
lambe lecek...tmbah tuek tambh goblok,lambe lecek tmbah tua tambh goblok
banyak nya mbah di Indonesia  tak sebusuk hati mbah Amen Rais..,nya kakek indonesia busuk hati kakek amen
"Pak Amin Rais suda bagaimana ini,rakyat indonesia maklum-lah orangnya suda tua jadi bicaranya gaur",suda ini rakyat indonesia maklum orang suda tua bicara gaur
"Amin rais adalah provokator terbaik,😢",provokator baik
Mukamu yg terburuk minn... Dasar tua Bangka bau tanah.,muka terburuk min dasar tua bangka bau tanah
Kake aminrais lagi di cari2 malaikat penjemput nyawa supaya jangan bikin resah didunya,kake aminrais cari malaikat jemput nyawa bikin resah didunya
Tolong mbah udah hidupnya diambang pintu bnyal2kin istigpar.simbah hanya bisa nngobrak abrik negara.tobat mbah.,tolong kakek udah hidup ambang pintu bnyalkin istigpar simbah ngobrak abrik negara taubat kakek
Mbah Amin sdh Sepuh akan tetapi tetep peduli dg situasi Negri Pak Amin walaupun sdh Sepuh tp tetep Membela kebanaran tegas Mengatakan yg salah di katakan salah yg benar bilang Benar...waluoun sdh Sepuh trs memperjuangkan demi anak cucu anak2 Muda Yg akan dtg..trs mengakan kebenaran Melawan Kedholiman...!  Fastabihulqoirod...! Alloooh Huakbar Maju Trs Mbah Alloh selalu Meridhoimu yg salah katakan salah yg benar katakan Benar...!,kakek tua tetep peduli situasi negri tua tetep bela banar salah salah bilang waluoun tua trs juang anak cucu anak muda dtg trs kak benar lawan kedholiman fastabihulqoirod aloh huakbar maju trs kakek meridhoimu salah salah
Lalu kakek Amin Rais ini orang pintar atau orang terporok buktinya waktu mencalonkan presedin TDK terpilih,kakek ini orang pintar orang porok bukti calon presedin pilih
Pak Amin Tokoh Nacional yg berani Meluruskan yg tdk benar...Memang Manusia tdk ada yg Sempurna tp Pak Amin dan Presiden2 yg lalu tdk berani Melanggar UU Konstitusi tdk berani Cawe2 Masalah Pilores dan tdk Berani Menyengsarakan Rakyat Pribumi tdk berani Meninggalkan Hutang Sampai 8000 T. paling tinggi utangnya Sby itu cm 2.300T<br>Pak Harto tdk Meninggalkan Hutang..Hanya Mulyono yg Memang Presiden Pemberani..! Dan Pemberani Menyengsarakan Rakyat Pribumi Hebat too.,tokoh nacional berani lurus manusia sempurna presiden berani langgar u konstitusi berani cawe pilores berani sengsara rakyat pribumi berani meningalkan hutang t utang sby itu cm t harto meningalkan hutang presiden berani berani sengsara rakyat pribumi hebat
"Klw yang terbaik siapa ya,...?",klw baik ya
"Cangkem Asu ,min amin",mulut anjing min
Cok cangkem e njalok disuwekkk,cok mulut njalok disuwek
Taek taek min,taek taek min
Kenapa dunia mengakui kehebatan presiden Jokowi??? Dari kata2nya benar2 menunjukan kebencian yg amat sangat kepada pak Jokowi. Semoga pak Jokowi tetap lapang dada dan tetap memaafkan...,dunia aku hebat presiden tunjuk benci sangat moga lapang dada memafkan
Indonesia sangat tekor dgn lahir nya seorang Amin R. Sehingga negri ini jadi agak memperkeruh suasana NKRI,indonesia sangat tekor lahir nya r negri ini keruh suasana nkri
Tgl 21oktober dimasukin kerangkeng,tgl oktober dimasukin kerangkeng
Terburuk mata mu men,terburuk mata kamu
Sengkuni nya Indonesia KLO ngomong GK di pikir dulu,licik nya indonesia ngomong pikir
"bajingan ini sudah koplak putus asa dan frustrasi untuk menjatuhkan jokowi, 😂😂😂 kasihan bukan hanya  stress tapi bener2 gangguan jiwa😂😂😂 sukurin😂",bajing ini koplak putus asa frustrasi jatuh kasihan stres ganguan jiwa sukurin
"Yang jelas, mbah Amien itu sakit hati.......😂",kakek itu sakit hati
Untung si amin rais ga diajak di pmerintahan Jokowi cba klo dia diajak dlm pmerintahan RI oasti diem bahkan ngalem&quot; Jokowi<br>Cntohnye dh ada sby dan ahy,untung si ajak pmerintahan cba dia ajak dlm pmerintahan ri oasti diem ngalem kutip cntohnye dh sby ahy
"Hee... amin ngeres..<br>Prestasimu apa selain jd provokator bangsa,  kamu tu iblis berjubah muhamadiyah, <br>Kasihan umat muhamadiyah kau jd kan tameng keiblisanmu amin ngeres",he ngeres prestasi provokator bangsa kamu itu iblis jubah muhamadiyah kasihan umat muhamadiyah kau tameng iblis ngeres
Asu rais manusia sampah otak somplak bau tanah,anjing manusia sampah otak somplak bau tanah
Oawalaah amiiiin mulutmu seperti kenalpot bobokan...,oawalah mulut kamu kenalpot bobok
Orang Tua Cangkeme kok Boodol iri dengki ini orang,orang tua mulut bodol iri dengki ini orang
<b>AMIN RAIS TU ORANG HEBAT !!!</b><br><b>TAPI HANYA HEBAT MERENDAHKAN ORANG LAIN !!!</b><br><b>AMIN PALING KOTOR SEDUNIA !!!</b>,b itu orang hebat b b hebat merendahkan orang b b kotor dunia b
Bentar lgi ke ciduk ni pak tua,bentar lgi ciduk ini tua
Ternyata org ini/sengkuni paling bengal sedunia.yaitu amin rais.cap ini terus akan melekat sampai dia masuk tanah nanti.hihihihiiiiii😅,orang ini licik bengal dunia cap ini lekat dia masuk tanah hihihihi
bisanya sok kritik waktu jadi ketua MPR GK bisa apa apa,bisa sok kritik ketua
"Cangkemu kok nggk ngaca, waktu kmu mimpin ap yg kmu perbuat",mulut nggk kaca kamu mimpin ap kamu buat
La ini otak amin rais si tua bangka bau tanah yg sll adu domba  tobat&quot;amin rais sebelum matek,la ini otak si tua bangka bau tanah sll adu domba taubat kutip matek
Mbah sngkuni pendekar licik pnyebar kbncian bntar lagi modar si min rakus,kakek sngkuni pendekar licik pnyebar kbncian bntar tinggal si min serakah
