original_text,processed_text,cyberbullying_score,cyberbullying_word_count,label
"Amin jgan ngomong sembarangan, jokowi kan GK jadi presiden ,anggap aja jadi rakyat nanti mukamu di pecel sama orng baru tau rasa kamu",jgan ngomong sembarang presiden angap aja rakyat muka pecel orng kamu,0.0,0,0
Sudah tua bukan nya mulutnya makin baik berbicara malah makin kayak DAJJAL...dasar GEMBEL politik,tua nya mulut bicara kayak dajjal dasar gembel politik,2.0,1,1
Dendam yang tiada tara dengan sifat yg dengki tidak jauh dengan sifat iblis. Sebagaimana dia seorang muslim seharusnya sampaikan langsung ke pak Jokowi nya bukan dibuka aib yg blm tentu dia salah dan blm tentu pak amin bisa mengatasi bangsa ini.<br>Inilah wujud nyata sifat syeton...<br>Wallahu a&#39;lam bishowab,dendam tiada tara sifat dengki sifat iblis dia muslim langsung nya buka aib dia salah atas bangsa ini ini wujud nyata sifat syeton walahu a lam bishowab,3.0,1,1
Amit-amit jabang bayik.. Ojo turun anak putuku.. Koyo mbah amin rais...cih.. Cih.. Cih...,amit amit jabang bayik ojo turun anak putu kakek cih cih cih,0.0,0,0
Amin taik,taik,0.0,0,0
Saya Banga dengan pak Amin Rais ...sunguh hebat.dan sangat hebat ..dan penuh semangatttt.cuman sayang pakai peci.dan tıdak mencermin kan seorang muslimin. Sudah tua mbok sing sada r pak min...sampean ıku kök seneng menyebarkan. fitnah.dan hoby nya menghina dan mefitnah ..dari jaman. dulu sampai sekarang . jamanya .pak  Harto . Gus dur.. sekarang saya mau Tanya .pak .amin Rais ini jasanya untuk negara .apa pak ??????.. selain. Menjabat sebagai sengkunı. Buat keruh keadaan negara dan bangsa şaja .... Cepat sadar pak ... Masyarakat ngak bodoh .....tau mana buruk dan mm anabyang bbukixj,banga sunguh hebat sangat hebat penuh semangat cuman sayang pakai peci t dak cermin muslimin tua sada r min kamu ku k k neng sebar fitnah hoby nya menghina mefitnah jaman jamanya harto ini jasa negara jabat sengkun keruh negara bangsa aja cepat sadar masyarakat ngak bodoh buruk m anabyang bukixj,9.0,3,3
😂😂Amin raiso yg tengil .GK patut di contoh wong tuek iki,raiso menyebalkan patut contoh orang tua ini,6.0,2,2
Mf ini kalau jaman presiden Soeharto ngomong gitu Ama presiden ga sampai 1 x24 jam udah ilang kentut nya kelewatan Mbah min,mf ini jaman presiden soeharto ngomong ama presiden x jam udah ilang kentut nya lewat kakek min,3.5,1,2
Dasar Sengkuni Cangkem bosok jaluk di dublak taine Dewe ......😂😂😂,dasar licik mulut bosok jaluk dublak taine dewe,2.5,1,1
Wong edan cangkemu min,orang gila mulut min,4.0,1,2
mbah inget umur hrsnya jaga mulutmu itu jangan sukanya menghina klrg pak jokowi mulu,kakek umur hrsnya jaga mulut kamu itu suka menghina klrg mulu,0.0,0,0
GK semua yg bisa kau bodohi....min,kau bodoh min,4.0,1,2
mbah tuek kok blm sadar kapan ni sadar manusia kaya gini,kakek tua sadar ini sadar manusia kaya,2.0,1,1
"Ah aki aki ini masih aja nyinyir,",ah kakek kakek ini aja ngomong,0.0,0,0
Woy....<br>Lubang kuburan lu udah menunggu embah...,woy lubang kubur kamu udah tunggu embah,0.0,0,0
Terus sumbangsih looh untuk negeri ini opoooo...??? Min.. Min... Kata GurDur: &quot;gelandangan politik&quot;😅😅😅,sumbangsih loh negeri ini min min gurdur kutip gelandangan politik kutip,0.0,0,0
"Kesombonganmu pak, semoga diberi hidayah.",sombong moga hidayah,0.0,0,0
"Amien rais mana berani senggol megawati, jd ya jokowi yg dijdkan sasaran. 😂",berani sengol megawati ya dijdkan sasar,0.0,0,0
Dasar Sengkuni bau tanah..GK respex Ama bacot mu.malah sebalik nya jokkowi yg terbaik presiden indonesia,dasar licik bau tanah respex ama bacot kamu balik nya baik presiden indonesia,4.5,2,2
sepanjang sejarah Amin Rais sebagai tokoh terjelek sampai kiamat,sejarah tokoh terjelek kiamat,0.0,0,0
Laa km siapa pak.....,la kamu,0.0,0,0
"S7 Bukan Hanya Terburuk Tapi Terjelek dg Daya Rusak yg Ruaar Biasaa....(Perusak Ekonomi, Demokrasi, UU, KKN, Dll)",s terburuk terjelek daya rusak ruar usak ekonomi demokrasi u kn dll,0.0,0,0
"Pak amin, apa hasil yg anda hasilkan dr menjabat ? Coba ksh tau pak Jokowi.. 😅",hasil hasil jabat coba ksh,0.0,0,0
Sengkuni ini kemaren hadir di pelantikan nya prabowo gibran. Pertanyaan nya guna nya buat apa ya orang ini,licik ini kemaren hadir lantik nya gibran pertanyan nya nya ya orang ini,2.5,1,1
Ingat mbah sama usia.mending mbah introspeksi diri aja sudah tua dan bau tanah lgi jangan sok pintar sendiri  😅😅😅,kakek usia mending kakek introspeksi aja tua bau tanah lgi sok pintar,4.0,2,2
Amin Sengkuni gelandangan politik seumur hidup,licik gelandangan politik umur hidup,2.5,1,1
Tobat sudah. . . Umur sudah tua jangan sering berbohong dan fitnah orang insyaf mumpung masih bisa bernafas. . .,taubat umur tua bohong fitnah orang insyaf mumpung nafas,2.0,1,1
Ada gak yg pu y vidio engklek nya aminrais,pu y vidio engklek nya aminrais,0.0,0,0
"Kamu itu yg tengil dan koplok,sampah masyarakat asuuuu",kamu itu menyebalkan koplok sampah masyarakat anjing,7.5,2,2
people power sehari setelah pelantikan presiden terpilih mana ?<br>apakah lupa mbah ?,people power hari lantik presiden pilih lupa kakek,0.0,0,0
Hasil akhir dari inti nya.                  Siapa amien raisss....jabatan di negara gk ada... Komunitas apa yg di ketua i nya..???..   Kita kasih jabatan apa yaaa. Di negara ini. Cocok nya. &quot;&quot;Ketua tukang obat jalanan se indonesia&quot;&quot;,hasil inti nya jabat negara komunitas ketua i nya kasih jabat ya negara ini cocok nya kutip kutip ketua tukang obat jalan indonesia kutip kutip,0.0,0,0
Matane kui koe ki dadi Opo SG pekok koe kui,matane kui kamu ini sg kok kamu kui,0.0,0,0
Tobat kek umur udah tua sampeyan sekarang tunjukin apa yg sudah anda berikan untuk negara cm nya BS ngritik GX ada bukti yg pas tobat woy,taubat umur udah tua sampeyan tunjukin negara cm nya bs ngritik gx bukti pas taubat woy,2.0,1,1
Knp sihh orang kayak gini koq di ladeni.. bikin kalian emosi saja,knp orang kayak koq laden bikin emosi,0.0,0,0
"Si amin ini khodamnya jin ifrid makanya sifatnya kayak setan, kalau mati nggak diterima langit dan nggak diterima bumi.",si ini khodamnya jin ifrid sifat kayak setan mati terima langit terima bumi,8.0,2,2
Andaikan dekat tak sobek mulutnya... Mulut kotor penuh hasutan.... Jejeg camkeme...,andai sobek mulut mulut kotor penuh hasut jejeg camkeme,2.0,1,1
ISO sowak Yen Melu Sengkuni iki,iso sowak yen melu licik ini,2.5,1,1
Anaknya masak gak ada yang teges lihat bapaknya kayak gini kok di biarkan.. malu2in keluarga saja.,anak masak teges lihat bapak kayak biar maluin keluarga,0.0,0,0
"Semakin tua semakin menambah dosa, hilang Pahala Dan kebaikan yg di buat pada masa MUda Mu Pak Cik,.. Betaubat Lah Pakcik semoga belum ter lamb at,..😊🙏🙏🙏",tua tambah dosa hilang pahala baik muda kamu cik betaubat pakcik moga ter lamb at,2.0,1,1
aminrais coba jadi presiden negara tambah maju kedepan,aminrais coba presiden negara maju depan,0.0,0,0
Kalo diliat dari samping..kayak wayang..patih sangkuni..palagi kalo pake iket..jan plek njiplek.,liat samping kayak wayang patih sangkuni palagi pake iket jan plek njiplek,0.0,0,0
Dia sadar gak bahwa dia sudah tak berguna JD orang tua yg ujur dan gak bermanfaat,dia sadar dia guna orang tua ujur bermanfat,2.0,1,1
Apa lgi lu gak ada gunanya,lgi kamu guna,0.0,0,0
Ingget umur mbh😢,umur kakek,0.0,0,0
Pernah gagal jadi presiden jadi stres 🤣🤣,gagal presiden stres,0.0,0,0
"kere lempoh,,, kirik kikik",kere lempoh kirik kikik,2.5,1,1
Kasian,kasi,0.0,0,0
Sengkuni hukum seberat beratnya amin nangis,licik hukum berat berat nang,2.5,1,1
Pk amin yg baik sampikan bpk berhati ngomong kaya gt,sampikan hati ngomong kaya gt,0.0,0,0
Loe... SENGKUNI terbaik<br>Lari sana lari sini,loe licik baik lari lari,2.5,1,1
Omongan nya menunjuk ke diri nya  sendiri .,omong nya nya,0.0,0,0
Apa yg keluar dari mulutnya menunjukkan isi hatinya .,mulut isi hati,0.0,0,0
mukamu terburuk..... <br>dah peot gak sadar2 😂😂😂😂,muka terburuk peot sadar,0.0,0,0
Kakek amin sterss..,kakek sters,0.0,0,0
"Pak Amin terlalu pintar , sehingga dia kayak orang GILA.",pintar dia kayak orang gila,4.0,1,2
Muka dan kelakuanmu justeru lebih buruk pak,muka laku justeru buruk,3.0,1,1
Dia dibiarkan hidup oleh allah hanya untuk menyaksikan musuh musuhnya sukses hahahha,dia biar hidup saksi musuh musuh sukses hahaha,0.0,0,0
Amin Rais kamu sudah tua ber hati /akhlak yang baik kata kata mu di jaga jangan nyinyir terus ingat kamu sudah bau Tanah,kamu tua ber hati akhlak kamu jaga ngomong kamu bau tanah,4.0,2,2
"Inilah orang yg paling kualat di Indonesia, sudah bau tanah bukanya tobat tp makin menjadi jadi nyinyirnya, kutukan Bpk Gus Dur thd amin Rais jadi kenyataan, syukurlah🙏",ini orang kualat indonesia bau tanah buka taubat nyinyir kutu thd nyata syukur,2.0,1,1
Mantan Ketua MPR terburuk...nih org nye !,mantan ketua terburuk ini orang nye,0.0,0,0
Dasar gak tau diri min amin,dasar min,0.0,0,0
Nyalon RT aja gak ada yg pilih aminto rais,nyalon rt aja pilih aminto,0.0,0,0
Klw kita perhatiin mukanye nih org kaya mumi... <br>Mata cekung kulit mengkerut tonjolan tulang keliatan... <br>Mungkin ini y dinamakan residu dosa bertumpuk...,klw perhatin mukanye ini orang kaya mumi mata cekung kulit kerut tonjol tulang liat ini y nama residu dosa tumpuk,0.0,0,0
Betul kata GUSDUR Amin Rais cuma akan jadi gelandangan politik,gelandangan politik,0.0,0,0
"Ini tokoh terburuk di indonesia, amin preet bin tengil masa tuanya makin ga jelas, janjinya sering bohong katanya mau jalan kaki jkt jogya tapi sampai sekarang blm di lakukan",ini tokoh terburuk indonesia bohong menyebalkan tua janji bohong jalan kaki jkt jogya laku,6.0,2,2
Ngomong opo si Mbah Iki...udah bau tanah ngomongnya ngacau,ngomong si kakek ini udah bau tanah ngomongnya ngacau,2.0,1,1
trimaksih pak jokowi kami rakyat indonesi bangga dngan kepemimpinanmu selama2priode,trimaksih rakyat indonesi bangga dngan pimpin selamapriode,0.0,0,0
Tadi bpk yg plonga plongo di pelantikan bpk prabowo  dan mas gibran <br>Emang udah gak da urat malunya si aki aki ini subhanallah naudhubillah mindzalik,bingung bingung lantik mas gibran emang udah da urat malu si kakek kakek ini subhana naudhubilah mindzalik,0.0,0,0
amiin kamu ngomong dikit dikit orang kampung kalau ngak ada orang kampung trus siapa yg nanam padi <br>yg mencukupi kebutuhan dikota semua orang kayak beras buah buahhan.jangan asal jeplak ngomong amin rais,kamu ngomong dikit dikit orang kampung ngak orang kampung trus nanam padi cukup butuh kota orang kayak beras buah buah jeplak ngomong,0.0,0,0
Wong koyo ngene Iki.. nek ga Ndang di pateni.. bahaya...☠️☠️☠️☠️ Enteni Yoo Mbah..nek pingin kuburan❌❌❌💀,orang ngene ini nek ndang paten bahaya enten iya kakek nek pingin kubur,0.0,0,0
Si amin mulai gila  permanen😅,si gila permanen,4.0,1,2
"Dasar amin rakus jgn begitu kake gak bagus,apa untungnya jelekin orang utamakan bertobat gera belajar ucap ucapan yang pantas di keluarkan dari mulut orng tua,",dasar serakah kake bagus untung jelekin orang utama tobat gera ajar ucap keluar mulut orng tua,2.0,1,1
Inggat mat eh Sengkuni...kaya orang paling benar aja lek lek sok kemersik,mat eh licik kaya orang aja lek lek sok mersik,2.5,1,1
Sengkuni endonesia Ki brooooooooooo,licik endonesia ini bro,2.5,1,1
Kasian ini orang jadi stress politiknya sudah ga laku lagi😂😂😂😂😂😂😂😂,kasi ini orang stres politik laku,0.0,0,0
Semua dihujatnya...,hujat,0.0,0,0
Dh pikun lah dh gk ada pendukunge . Km ki. Dh gk bisa ngadu domba. 😄😄😄😄,dh lupa dh pendukunge kamu ini dh ngadu domba,0.0,0,0
"Si amin tolol ini penampilan seperti ustad hati busuk maka nya pusing dia selalu ga di pilih rakyat  , dorna indonesia atau sengkuni  bnr banget dalam cerita pewayangan nyata banget dalam kehidupan",si tolol ini tampil ustad hati busuk nya pusing dia pilih rakyat dorna indonesia licik bnr sangat cerita wayang nyata sangat hidup,9.5,3,3
Manusia anjj 😂😂😂,manusia anj,0.0,0,0
katanya orang yg ngerti agama...kok gini ya...,orang ngerti agama ya,0.0,0,0
"Mukanx Amin rangis itu yg buruk,nyatanx dia TDK kesampaian jd presiden dr dl sampai dunia sekarang",mukanx rang itu buruk nyatanx dia presiden dl dunia,3.0,1,1
Mulutnya busuk ternyata aemin rais. Gkada gunanya selama ini sholat pak amin 😂,mulut busuk aemin gkada guna ini sholat,3.0,1,1
kowe mbah yo ngapusi kr omonganmu dewe..jare mh engklek mp jkt😂😂😂😂,kamu kakek iya ngapusi kr omong dewe jare mh engklek mp jkt,0.0,0,0
bacotan mbh kamin.....pas utk dirinya sendiri😂😂😂,bacot kakek kamin pas,0.0,0,0
Dengerin orang ini bicara sl bikin gue ktw,dengerin orang ini bicara sl bikin gue ktw,0.0,0,0
"Mbah Amin mulutmu hari maumu, wes tuwek&quot; cari dosa aja",kakek mulut kamu mau tua kutip cari dosa aja,2.0,1,1
"Lht muka siamin rais dgn congor ocehan yg sok pintar kadang pgn ditabok,bisanya cuma provokator tdk ada prestasi.",lht muka siamin congor oceh sok pintar kadang pgn tabok bisa provokator prestasi,0.0,0,0
matiooo ni sengkuniiiii,matio ini licik,2.5,1,1
nieeeee org strressssss ngapain di dengerin ccot bsokkkkkk dh tua bngka,nie orang stres ngapain dengerin cot bsok dh tua bngka,2.0,1,1
Wong tuwek. gendheng....,orang tua gendheng,2.0,1,1
Naudzubillah....,naudzubilah,0.0,0,0
Astafirullah haladum bpk Amin tolong bpk jngn mnghasut rakyat   npk memberi pencerahan yg baik bpk Bpk Amin orang muslim jnggn mbri pencerahn yg bs mbngun kebaikn krn bpk sdh tua  yg bs d contoh rakyat dg kbaikn bpk <br><br>Jang mnhina presiden yg sdh melaksanln tugaa dan tngv ng jawab mpin rakyat dg skuat teng sesuai aturan <br><br>Sudah bpk beehenti sdh cukup kt2 bpk yg  g patut pak <br><br>Tovat sj bpk,astafirulah haladum tolong jngn mnghasut rakyat npk cerah orang muslim jngn mbri pencerahn bs mbngun kebaikn tua bs contoh rakyat kbaikn jang mnhina presiden melaksanln tuga tngv ng mpin rakyat skuat teng sesuai atur behenti kt patut tovat sj,2.0,1,1
kita doakan aja mudah2an  kakek sengkuni ini mendapat hidayah dari Alloh SWT dan arwahnya cepat diterima  disisihnya amiiiin....😅😅😅😅😅,doa aja mudah kakek licik ini hidayah swt arwah cepat terima sisih,2.5,1,1
"Orang berpendidikan, beragama, &amp; beradab tidak akan memprovokasi orang lain untuk membenci seseorang. <br>Umur hanya menjelaskan seseorang untuk dihormati, bukan untuk ditakuti.",orang didik agama adab provokasi orang membenci umur hormat takut,0.0,0,0
Pak Jokowi saat ini menurut ku presiden terbaik dibandingkan yang lain dan amin rais orang yang ingin jadi presiden tapi tidak bisa menggapainya jadi amin ini sering meluangkan kebencian ke pak Jokowi,ini ku presiden baik banding orang presiden mengapa ini luang benci,3.0,1,1
Cangkeme amin nangis eh amin rais kebak.lumut dan tai.,mulut nang eh bak lumut tai,3.5,1,2
Ain Rai kalau di pewayngan seperti Dorna persis,ain rai pewayngan dorna persis,0.0,0,0
Amiin rais kata2nya Ndak beda dg anak jalanan yg ndk pernah belajar makin tua makin bloon,ndak beda anak jalan ndk ajar tua bloon,2.0,1,1
Org kalau sudah buta mata buta hati ya seperti ini dia kemarin datang bahlan gak ada yg kenal hidupnya penuh kebencian semoga cepat gilaaa.,orang buta mata buta hati ya ini dia kemarin bahlan kenal hidup penuh benci moga cepat gila,7.0,2,2
"Mendengar dia berkata seperti ini,ko aku jadi kasihan ya sama dia, seperti ngomong utk dirinya sendiri.. tidak berkaca dan ngomong dgn penuh kebencian.. kasihan udah tua, nggak ada tobat2 nya... Semoga Pak Jokowi memaafkan pria ini🙏🙏🙏",dengar dia ini aku kasihan ya dia ngomong kaca ngomong penuh benci kasihan udah tua taubat nya moga memafkan pria ini,5.0,2,2
Segera kena laknat dari Allah,kena laknat,3.0,1,1
Kementer Kamu Pak kurang kerjaan ingat umur ...,ter kamu kerja umur,0.0,0,0
Matamu kui es Amen rasis ... Tuek karek ngenteni mbuntelmu mujor ngalor kakean cangkem ... Wong lek pekok Yo ngono kui matamu melek oseng Ombo Cok dancok,mata kui es amen ras tua karek ngenteni mbuntelmu mujor ngalor kakean mulut orang lek kok iya ngono kui mata melek oseng ombo cok dancok,5.5,2,2
"Kemarin keknya dia datang di pelantikan pres baru,,,,oh mungkin dia menghadiri pelantikan aja, seneng karena jokowi udah purna makanya datang",kemarin kek dia lantik pres oh dia hadir lantik aja neng udah purna,0.0,0,0
Sengkuni mulai muda sampai tua sudah mau  mati pun takmau tobat dasar rais  otak setan,licik muda tua mati takmau taubat dasar otak setan,12.5,4,3
"Kita Doakan saja 🤲Semoga Pemimpin yg baru , selalu mendahulukan perut rakyatnya , Rakyat terisi perutnya dan kesehahteraannya ,Negara Aman . Aamin Ya Robbal Allamiin",doa moga pimpin dahulu perut rakyat rakyat isi perut kesehahteraannya negara aman ya robal alamin,0.0,0,0
Rais mulai stresssss,stres,0.0,0,0
Mari kita dengar bacotan Si Amin,mari dengar bacot si,0.0,0,0
"Mewakili RSJ HARMONI, mohon maaf atas kelakuan pasien kami.",wakil rsj harmoni mohon maaf laku pasien,0.0,0,0
"Kalau pendukung nya banyak, siapapun presidennya pasti d turunkan, itulah kelakuan mu di masa lalu, Gusdur yg bilang bahwa Beliau di turunkan oleh Amin Rais<br>Karena dia sendiri yg pengen jadi presiden tapi tidak pernah terwujud",dukung nya presiden turun laku kamu bilang beliau turun dia ken presiden wujud,0.0,0,0
"Kalau presiden ya kakek ini joss kali yaa😅😅 ,, merasa paling jossss",presiden ya kakek ini jos kali ya jos,0.0,0,0
Kasihan yg jadi anaknya amin remis,kasihan anak remis,0.0,0,0
mm tua bangka amin raiso tak punya otak akal yg sehat masak mantan pejabat menghujat kayak hitu,m tua bangka raiso otak akal sehat masak mantan jabat menghujat kayak hitu,4.0,2,2
Manusia satu ini memang otaknya binatang...gak tak malu...sifat kedengkiannya mendara daging terlihat sorot mata iblisnya...,manusia ini otak binatang malu sifat dengki dara daging sorot mata iblis,3.0,1,1
Kakek sugiono,kakek sugiono,0.0,0,0
Amin jadi anjing liar aja pantesnya,anjing liar aja pantesnya,3.5,1,2
Teenyata kebencian si babi sama p jkw ngga sembuh²,tenyata benci si babi jkw sembuh,6.5,2,2
"Ngomong opo min min, ngebacot ga jelas min min",ngomong min min ngebacot min min,0.0,0,0
Ingat omonga bapa akan kembali kepada diri sendiri,omonga bapa,0.0,0,0
Hati bapa ini terbuat dari apa seola olah tidak beriman tidak takut azab Alloh astagpiruloh halajim,hati bapa ini buat seola olah iman takut azab astagpiruloh halajim,0.0,0,0
Bapa udah tua ingat aheratt pa  menghina Alloh bukan menghina pajokowi,bapa udah tua aherat menghina menghina pajokowi,2.0,1,1
Rais . Kurang info.. gaptek,info gaptek,0.0,0,0
Terburuk ndas mu Mien......lak koe pinter  koq nga jadi opo2.....seng goblok KOE OPO Jokowi...reneo Mien tak idoni raimu😅😅😅,terburuk ndas kamu mien lak kamu pintar koq nga goblok kamu reneo mien idoni rai,4.0,1,2
Sengkuninya Indonesia hanya menjadi provokator dan penghasut,sengkuninya indonesia provokator hasut,0.0,0,0
"ini lho simbah yg sebentar lagi akan menemani Abu jahal, Abu lahab dan Firaun di Neraka, tobatlah mbah amin , rakyat malah malu dengah ocehanmu.",ini lho simbah sebentar tani abu jahal abu lahab firaun neraka tobat kakek rakyat malu dengah oceh,3.0,1,1
"Camgkemu min,koe ki ra jelas,tambah tuek nemen pikou😅😅😅😅😅",camgkemu min kamu ini tua nemen pikou,2.0,1,1
Kakek Sugiono 😂😂,kakek sugiono,0.0,0,0
Kaya wong kenthir😊,kaya orang kenthir,0.0,0,0
Amin Rais orang Ter di Indonesia,orang ter indonesia,0.0,0,0
Oi... Udah bau tanah kapan lagi setan gelandangan ini taubat,oi udah bau tanah setan gelandangan ini taubat,5.0,2,2
Kaki amin Agi ngedenrus ndopk dobol,kaki agi ngedenrus ndopk dobol,0.0,0,0
mbok jg menghujat anak bangsa.blm tentu sampeyan lebih baik dr pd pak jokowi..lebih baik intropeksi diri aja,menghujat anak bangsa sampeyan pd intropeksi aja,0.0,0,0
Wes wees turuo mbah jaga kesehatanmu ora usah mikir dhuwur&quot; Ndak mumet kw engko. Jadilah seperti kelapa semakin tua semakin banyak santenya dan pastinya berguna. (Wes ngono wae mbah kesimpulane opo gagasen dewe),turuo kakek jaga sehat mikir dhuwur kutip ndak mumet kw engko kelapa tua santenya pasti guna ngono kakek kesimpulane gagasen dewe,2.0,1,1
